Date,IPO_Name,Issue_Size(crores),QIB,HNI,RII,Total,Offer Price,List Price,Listing Gain,CMP(BSE),CMP(NSE),Current Gains,month,quarter,year,target,qib_to_rii_ratio,hni_to_rii_ratio,institutional_dominance,log_issue_size,log_qib,log_hni,log_rii,price_bucket,nifty_5d_return
2024-07-10,Emcure Pharmaceuticals Limited,1952.03,195.83,48.32,7.21,67.87,1008,1325.05,31.45,1390.5,1395.0,37.95,7,3,2024,1,27.123268698060944,6.692520775623269,2.884944018856806,7.577137291741803,5.282340412024896,3.898329678296144,2.105352923464337,premium,0.604036064274391
2024-07-10,Bansal Wire Industries Limited,745.0,146.05,51.46,13.64,59.57,256,352.05,37.52,366.15,365.05,43.03,7,3,2024,1,10.6996336996337,3.76996336996337,2.4513259483048007,6.61472560020376,4.990772665000004,3.960050974438728,2.6837575085331657,mid,0.604036064274391
2024-07-03,Vraj Iron & Steel Limited,171.0,163.9,208.81,54.93,119.04,207,240.0,15.94,162.0,161.43,-21.74,7,3,2024,1,2.983254459410266,3.8006916636330543,1.376732465350693,5.147494476813453,5.105339229565553,5.346202359268609,4.024100908833496,mid,1.06854479394437
2024-07-02,Allied Blenders and Distillers Limited,1500.0,50.37,32.4,4.51,23.55,281,318.1,13.2,494.75,493.0,76.07,7,3,2024,1,11.143805309734514,7.168141592920354,2.137945670628183,7.313886831633462,3.939054344479176,3.5085558999826545,1.706564623164823,expensive,1.773294143432862
2024-06-28,Stanley Lifestyles Limited,537.02,0.74,8.86,6.11,5.22,369,499.0,35.23,316.75,318.15,-14.16,6,2,2024,1,0.1209150326797385,1.4477124183006536,0.141491395793499,6.287895734192011,0.5538851132264376,2.288486168614544,1.9615022438151493,expensive,2.312233893975872
2024-04-25,Vodafone Idea Ltd ,18000.0,17.56,4.13,0.92,6.36,11,12.0,9.09,6.6,6.53,-40.0,4,2,2024,1,18.881720430107524,4.440860215053763,2.7566718995290422,9.798182590890704,2.9210087273580543,1.6351056591826785,0.6523251860396903,cheap,1.848306787280093
2024-04-12,Bharti Hexacom Ltd ,4275.0,48.57,10.52,2.83,29.88,570,755.2,32.49,1742.9,1740.1,205.77,4,2,2024,1,17.10211267605634,3.704225352112676,1.6249581799933088,8.360773272144936,3.903385812032482,2.444084655267745,1.3428648031925547,premium,1.0621989969898942
2024-04-03,SRM Contractors Ltd ,130.2,59.59,214.94,46.97,86.57,210,225.0,7.14,476.55,474.0,126.93,4,2,2024,1,1.2684120902511709,4.575138356747552,0.6882651882651883,4.876722876509988,4.104129862956897,5.375000591318995,3.870575815513973,mid,2.038662551305181
2024-03-21,Krystal Integrated Services Ltd ,300.12,7.33,43.91,3.32,13.21,715,795.0,11.19,625.8,611.0,-12.48,3,1,2024,1,2.2012012012012017,13.186186186186186,0.5544629349470499,5.707508856397014,2.119863456178752,3.804660487099647,1.463255402256019,premium,-1.388701116536299
2024-03-19,Popular Vehicles & Services Ltd ,601.55,1.97,0.66,1.05,1.23,295,292.0,-1.02,120.0,119.5,-59.32,3,1,2024,0,1.858490566037736,0.6226415094339622,1.5887096774193548,6.401170649473401,1.0885619528146082,0.5068176023684519,0.7178397931503169,expensive,-1.2535985431114254
2024-03-14,Gopal Snacks Ltd,650.0,17.5,9.5,4.01,9.02,401,350.0,-12.72,371.25,371.95,-7.42,3,1,2024,0,4.353233830845771,2.3631840796019903,1.9379844961240311,6.478509642208569,2.917770732084279,2.3513752571634776,1.6114359150967734,expensive,-2.119562544093822
2024-03-13,J.G.Chemicals Ltd ,251.19,32.09,46.33,17.44,27.78,221,211.0,-4.52,482.25,484.4,118.21,3,1,2024,0,1.838968481375358,2.655014326647564,1.1547319179560993,5.530182771674116,3.499231121933521,3.857144343918157,2.914522218128448,mid,-0.0921510347421981
2024-03-12,R K Swamy Ltd ,423.56,20.58,34.36,34.03,25.94,288,252.0,-12.5,155.8,155.28,-45.9,3,1,2024,0,0.6045828437132784,1.009400705052879,0.7930635838150287,6.05105333851964,3.0717669598299886,3.5655812377694427,3.556204837209396,expensive,-0.3255847646205211
2024-03-07,Mukka Proteins Ltd ,224.0,189.28,250.38,58.52,136.99,28,44.0,57.14,27.61,27.69,-1.39,3,1,2024,1,3.233897146762344,4.277806253203485,1.3816058394160584,5.41610040220442,5.248496671564081,5.526965738496691,4.086312390524837,cheap,2.2347015964362766
2024-03-12,Indus Infra Trust ,2499.99,8.92,6.93,0.0,8.01,100,101.0,1.0,111.53,111.3,11.53,3,1,2024,1,892.0,693.0,1.112219451371571,7.824441932468986,2.294552921296781,2.0706530356467567,0.0,cheap,-0.3255847646205211
2024-03-05,Exicom Tele-Systems Ltd ,429.0,121.8,153.22,119.59,129.54,142,264.0,85.92,139.05,138.81,-2.08,3,1,2024,1,1.018394648829431,1.2811036789297658,0.9401775376302588,6.063785208687608,4.810557015713042,5.038380154404814,4.792396362115501,mid,0.9336279662541777
2024-03-05,Platinum Industries Ltd ,235.32,151.0,141.83,50.99,99.03,171,228.0,33.33,276.6,278.0,61.75,3,1,2024,1,2.9607843137254903,2.780980392156863,1.5246365105008075,5.46518681878307,5.0238805208462765,4.961655111874538,3.951051392395625,mid,0.9336279662541777
2024-02-29,GPT Healthcare Ltd ,525.14,17.3,11.02,2.44,8.52,186,216.15,16.21,155.0,156.0,-16.67,2,1,2024,1,7.06122448979592,4.49795918367347,2.0281359906213368,6.265567337019319,2.9069010598473755,2.4865719291070616,1.235471471385307,mid,-1.1986021685165464
2024-02-28,Juniper Hotels Ltd ,1800.0,0.0,0.06,0.52,0.11,360,361.2,0.33,291.85,292.2,-18.93,2,1,2024,1,0.0,0.1132075471698113,0.0,7.496097345175956,0.0,0.0582689081239757,0.418710334858185,expensive,0.6497324787246685
2024-02-20,Vibhor Steel Tubes Limited,72.17,178.73,721.34,188.17,298.86,151,421.0,178.81,158.2,155.6,4.77,2,1,2024,1,0.9497821234987778,3.8332447656499102,0.598019205674708,4.292785500895938,5.191455724763944,6.58249594217499,5.242646081677572,mid,1.7430696882940682
2024-02-16,Entero Healthcare Solutions Limited,1600.0,2.28,0.22,1.33,1.53,1258,1245.0,-1.03,1205.2,1196.4,-4.2,2,1,2024,0,1.7014925373134326,0.1641791044776119,1.4805194805194803,7.378383712996714,1.1878434223960523,0.1988508587451652,0.8458682675776092,premium,0.5887753930907839
2024-02-14,Jana Small Finance Bank Limited,570.0,38.75,25.05,5.46,18.5,414,396.0,-4.35,461.0,459.35,11.35,2,1,2024,0,7.084095063985375,4.579524680073127,2.093462992976769,6.3473892096560105,3.6826098411003407,3.260017768199376,1.8656293177945105,expensive,-0.8538337019219808
2024-02-14,Capital Small Finance Bank Limited,523.07,6.64,4.05,2.49,4.0,468,435.0,-7.05,298.45,299.0,-36.23,2,1,2024,0,2.656,1.62,1.6558603491271822,6.261625263185248,2.033397603178429,1.6193882432872684,1.249901736214336,expensive,-0.8538337019219808
2024-02-14,Rashi Peripherals Limited,600.0,143.66,62.75,10.44,59.71,311,335.0,7.72,280.35,280.4,-9.86,2,1,2024,1,13.747368421052633,6.004784688995216,2.4055592766242464,6.398594934535208,4.974386161421135,4.154969184038536,2.437115985951652,expensive,-0.8538337019219808
2024-02-12,Apeejay Surrendra Group (conglomerate),920.0,75.14,52.41,30.35,59.66,155,187.0,20.65,148.85,148.25,-3.97,2,1,2024,1,2.4749670619235835,1.7262845849802368,1.2592592592592593,6.825460036255307,4.332573750954351,3.977997994351679,3.4452142670789296,mid,0.0496092709231361
2024-02-06,BLS E-Services Limited,309.29,123.3,300.14,237.0,162.47,135,309.0,128.89,185.85,185.5,37.67,2,1,2024,1,0.5202312138728323,1.266360069195393,0.7588626292466766,5.737507344057822,4.822697998516666,5.707575272894897,5.472270673671475,mid,1.159736335697818
2024-01-31,Nova Agritech Limited,143.81,79.31,224.08,77.12,109.37,41,56.0,36.59,50.4,50.14,22.93,1,1,2024,1,1.0282639699209126,2.905224944898224,0.7250868531724264,4.975422538340511,4.38589414620037,5.416455894565078,4.358246106008478,cheap,1.3338739368707735
2024-01-30,Epack Durable Limited,640.05,25.5,28.1,6.29,16.37,230,225.0,-2.17,377.85,376.9,64.28,1,1,2024,0,4.047619047619048,4.4603174603174605,1.5567765567765566,6.46310745699871,3.277144732992177,3.370738174177447,1.986503546020567,mid,0.5327771971142846
2024-01-23,Medi Assist Healthcare Services Limited,1171.58,40.14,14.85,3.19,16.25,418,465.0,11.24,578.0,574.4,38.28,1,1,2024,1,12.54375,4.640625,2.468634686346863,7.066961728270041,3.716980884224811,2.763169500323289,1.4327007339340465,expensive,-2.1497903374381977
2024-01-16,Jyoti CNC Automation Limited,1000.0,44.13,36.48,26.17,38.53,331,372.0,12.39,914.75,912.0,176.36,1,1,2024,1,1.6856378915202443,1.393430099312452,1.1450441100155684,6.90875477931522,3.80954721383891,3.6238074573702215,3.3021134234382563,expensive,2.5648803282179444
2023-12-29,Innova Captab Limited,570.0,116.73,64.95,17.15,55.26,448,456.1,1.81,892.4,891.0,99.2,12,4,2023,1,6.8024475524475525,3.784965034965035,2.111995657680478,6.3473892096560105,4.768393867090105,4.188896879163323,2.89867056071086,expensive,2.4636423732373904
2023-12-28,Azad Engineering Limited,740.0,179.66,87.61,23.79,80.65,524,710.0,35.5,1481.25,1478.5,182.68,12,4,2023,1,7.548739495798319,3.6810924369747897,2.2273741631539794,6.608000625296087,5.1966168117216975,4.484244718059211,3.210440346047099,premium,2.3857967913016283
2023-12-27,Happy Forgings Limited,1008.59,220.48,62.17,15.09,82.04,850,1001.25,17.79,960.65,956.65,13.02,12,4,2023,1,14.601324503311258,4.1172185430463575,2.68714198659354,6.917299586825058,5.400332291954767,4.145829504910609,2.778197961004292,premium,-0.0547706402056011
2023-12-27,Credo Brands Marketing Limited,549.78,104.95,55.52,19.94,51.85,280,282.0,0.71,120.1,120.2,-57.11,12,4,2023,1,5.260651629072681,2.782957393483709,2.023717701504049,6.311335455374621,4.662967284714308,4.034594557816327,3.041661205442391,expensive,-0.0547706402056011
2023-12-27,RBZ Jewellers Limited,100.0,13.43,9.27,24.74,16.86,100,100.0,0.0,141.35,138.39,41.35,12,4,2023,0,0.5426262626262626,0.3745454545454545,0.7960877296976882,4.61512051684126,2.66930937278578,2.329227023940467,3.248046202167981,cheap,-0.0547706402056011
2023-12-26,Muthoot Microfin Limited,960.0,17.47,13.2,7.61,11.52,291,278.0,-4.47,146.1,147.59,-49.79,12,4,2023,0,2.2926509186351702,1.732283464566929,1.5151777970511708,6.8679744089702925,2.9161477942111484,2.653241964607215,2.152924318439639,expensive,-0.3233163562458207
2023-12-26,Motisons Jewellers Limited,151.09,157.4,233.91,122.28,159.61,55,103.9,88.91,18.57,18.43,-66.24,12,4,2023,1,1.287104423910377,1.912748384986508,0.9860919684250096,5.024472450884278,5.0651234793803255,5.459202462065674,4.814458191011861,cheap,-0.3233163562458207
2023-12-26,Suraj Estate Developers Limited,400.0,24.31,18.9,9.3,15.65,360,343.8,-4.5,286.1,283.95,-20.53,12,4,2023,0,2.611170784103115,2.0300751879699246,1.5523627075351212,5.993961427306569,3.2311995745570328,2.990719731730447,2.33214389523559,expensive,-0.3233163562458207
2023-12-21,Inox India Limited,1459.32,147.8,53.2,15.3,61.28,660,933.15,41.39,1109.95,1108.8,68.17,12,4,2023,1,9.653821032005226,3.4748530372305684,2.4114863762440857,7.286410868768567,5.002603122398992,3.992680908445601,2.791165107812717,premium,-0.1536576042027222
2023-12-20,Doms Industries Limited,1200.0,115.97,66.51,69.67,93.52,790,1400.0,77.22,2551.35,2553.9,222.96,12,4,2023,1,1.6643226176808266,0.9545063145809414,1.2399230193520796,7.090909822079984,4.761917491662616,4.21227573505378,4.258021154702763,premium,2.5171614248670307
2023-12-20,India Shelter Finance Limited,1200.0,89.7,28.51,9.95,36.71,493,612.7,24.28,918.05,917.5,86.22,12,4,2023,1,9.006024096385543,2.862449799196788,2.44281045751634,7.090909822079984,4.507557357121091,3.3847291889548483,2.3933394562625097,expensive,2.5171614248670307
2023-12-01,Flair Writing Instruments Limited,593.0,115.6,33.37,13.01,46.68,304,503.0,65.46,326.5,326.5,7.4,12,4,2023,1,8.878648233486944,2.562980030721966,2.475904904690512,6.386879319362645,4.758749273916392,3.5371840908617425,2.639771360348916,expensive,1.6723078003484495
2023-11-30,Tata Technologies Limited,3042.51,203.41,62.11,16.5,69.43,500,1199.95,139.99,669.25,664.75,33.85,11,4,2023,1,12.320411871592972,3.761962447001817,2.929291474654377,8.020766733619398,5.320127780811886,4.144879235596148,2.862200880929469,premium,1.4372711564762526
2023-11-30,Gandhar Oil Refineries Limited,500.69,129.0,62.23,28.95,64.07,169,295.4,74.79,149.55,149.59,-11.51,11,4,2023,1,4.454419889502763,2.1488259668508287,2.01310861423221,6.217982399061142,4.867534450455582,4.146778872070522,3.3995293245614584,mid,1.4372711564762526
2023-11-30,Fedbank Financial Services Limited,1092.26,3.51,1.45,1.82,2.2,140,137.75,-1.61,130.25,130.0,-6.96,11,4,2023,0,1.9180327868852456,0.7923497267759563,1.588235294117647,6.996919337289842,1.506297153514587,0.8960880245566356,1.0367368849500225,mid,1.4372711564762526
2023-11-29,Indian Renewable Energy Development Agency Limited (IREDA),2150.21,104.57,24.16,7.73,38.8,32,50.0,56.25,145.0,144.95,353.13,11,4,2023,1,13.51033591731266,3.1214470284237725,2.694408657562484,7.6737857535120915,4.659374240001603,3.22525543183224,2.166765369851511,cheap,0.5373132324379034
2023-11-15,ASK Automotive Limited,833.91,142.41,35.47,5.7,51.14,282,304.9,8.12,465.1,465.15,64.93,11,4,2023,1,24.94045534150613,6.211908931698774,2.7841642228739003,6.727323934610559,4.965707660741121,3.596490004820589,1.9021075263969205,expensive,0.1898909344892378
2023-11-13,Protean eGov Technologies Limited,489.95,46.94,31.62,8.93,23.86,792,792.0,0.0,719.8,722.85,-9.12,11,4,2023,0,5.250559284116331,3.5369127516778525,1.9664851277754505,6.196342289615299,3.869950229006238,3.484925597192868,2.295560478057081,premium,0.0700586468247324
2023-11-10,ESAF Small Finance Bank Limited,463.0,173.52,84.37,16.97,73.15,60,71.9,19.83,30.03,29.98,-49.95,11,4,2023,1,10.219081272084804,4.968786808009423,2.371787862219792,6.139884552226255,5.1620393482554086,4.446994751022215,2.8887037007954675,cheap,0.8564536479388165
2023-11-07,Honasa Consumer Limited (Mamaearth),1701.44,11.5,4.02,1.35,7.61,324,324.0,0.0,265.55,267.25,-18.04,11,4,2023,0,8.455882352941176,2.955882352941176,1.5091863517060369,7.439817795111894,2.525728644308256,1.6134299337036375,0.8544153281560676,expensive,1.7408666713414351
2023-11-06,Cello World Limited,1900.0,108.57,24.42,3.06,38.9,648,831.0,28.24,563.9,562.0,-12.98,11,4,2023,1,35.36482084690554,7.954397394136809,2.7902852737085584,7.550135342488429,4.696563614417302,3.2355362657613083,1.4011829736136414,premium,0.4686259105863885
2023-11-01,Blue Jet Healthcare Limited,840.27,13.72,13.59,2.24,7.95,346,359.9,4.02,780.55,782.75,125.59,11,4,2023,1,6.097777777777778,6.04,1.723618090452261,6.734912654821954,2.6892071133007303,2.6803363625346943,1.175573329804238,expensive,-0.2225209005304201
2023-10-26,IRM Energy Limited,544.36,44.73,48.34,9.29,27.05,505,479.0,-5.15,277.0,277.8,-45.15,10,4,2023,0,4.809677419354839,5.197849462365593,1.6529933481152992,6.30144612705453,3.822754537669964,3.8987351111012094,2.331172549845958,premium,-2.790638193344197
2023-10-12,Plaza Wires Limited,71.28,42.84,388.09,374.81,160.97,54,84.0,55.56,56.01,56.02,3.72,10,4,2023,1,0.1142948615335361,1.03540366042367,0.2661200149086843,4.280547465724028,3.78054664263976,5.963810679326144,5.92908369652421,cheap,1.358861181458885
2023-10-06,Valiant Laboratories Limited,152.46,20.83,73.64,16.06,29.76,140,161.0,15.0,95.0,94.2,-32.14,10,4,2023,1,1.296204107031736,4.582451773490977,0.6996976822304332,5.033439946749519,3.0832851705618523,4.312676556539088,2.836736542063533,mid,0.1137048224410062
2023-10-03,JSW Infrastructure Limited,2800.0,57.09,15.99,10.32,37.37,119,143.0,20.17,295.95,295.95,148.7,10,4,2023,1,5.526621490803485,1.547918683446273,1.5272873194221512,7.937731775260109,4.061993532004442,2.8326249356838407,2.4265710727750367,cheap,-0.1842481711681393
2023-10-04,Updater Services Limited,640.0,4.48,0.85,1.39,2.9,300,299.9,-0.03,260.0,259.8,-13.33,10,4,2023,0,3.2000000000000006,0.6071428571428572,1.539518900343643,6.46302945692067,1.7011051009599245,0.6151856390902334,0.8712933659434193,expensive,-0.6913363750836038
2023-10-03,Manoj Vaibhav Gems,270.2,1.06,5.18,1.66,2.25,215,215.0,0.0,205.7,205.77,-4.33,10,4,2023,0,0.6347305389221557,3.1017964071856285,0.4690265486725664,5.60285655606624,0.7227059828014898,1.8213182714696,0.9783261227936076,mid,-0.1842481711681393
2023-09-27,Signature Global India Limited,730.0,12.71,13.54,6.82,11.88,385,445.0,15.58,1113.75,1112.5,189.29,9,3,2023,1,1.8609077598828696,1.982430453879941,1.0689655172413792,6.594413459749778,2.618125493574224,2.6769034721053733,2.05668455455722,expensive,-1.1893694274223203
2023-09-27,Sai Silks (Kalamandir) Limited,1201.0,12.35,2.47,0.88,4.4,222,230.1,3.65,171.3,171.11,-22.84,9,3,2023,1,13.876404494382022,2.775280898876405,2.8004535147392287,7.091742115095153,2.5915163848462583,1.244154593958768,0.6312717768418579,mid,-1.1893694274223203
2023-09-28,Yatra Online Limited,775.0,2.05,0.42,2.11,1.61,142,130.0,-8.45,130.67,129.82,-7.98,9,3,2023,0,0.9669811320754718,0.1981132075471698,1.265432098765432,6.654152520183219,1.1151415906193205,0.3506568716131694,1.1346227261911428,mid,-0.1311920371053541
2023-09-22,Samhi Hotels Limited,1370.1,8.82,1.22,1.11,5.33,126,130.55,3.61,219.65,220.24,74.33,9,3,2023,1,7.874999999999999,1.0892857142857142,1.651685393258427,7.22336861636261,2.2844211223663744,0.7975071958841881,0.7466879474879752,mid,-1.79449939068981
2023-09-22,Zaggle Prepaid Ocean Limited,563.38,16.73,8.85,5.94,12.57,164,162.0,-1.22,376.8,376.8,129.76,9,3,2023,0,2.8117647058823527,1.487394957983193,1.3298887122416534,6.335727783489703,2.8752581200861167,2.2874714551839976,1.937301774518713,mid,-1.79449939068981
2023-09-20,R R Kabel Limited,1964.01,52.26,13.23,2.13,18.69,1035,1179.0,13.91,1211.3,1209.8,17.03,9,3,2023,1,24.420560747663554,6.182242990654207,2.794652406417112,7.583252613348937,3.9751855803857854,2.655352412101761,1.1410330045520618,premium,0.7007460935446995
2023-09-21,EMS Limited,321.25,0.67,29.73,16.62,15.05,211,281.55,33.44,580.5,580.2,175.12,9,3,2023,1,0.0402886349969933,1.7877330126277808,0.0444887118193891,5.775327641819297,0.5128236264286639,3.425239376142393,2.869034620508033,mid,-0.8400578444195317
2023-09-18,Jupiter Life Line Limited,869.08,187.32,34.75,7.73,63.72,735,960.0,30.61,1406.65,1408.0,91.38,9,3,2023,1,24.201550387596896,4.489664082687338,2.939275066687588,6.768585161444106,5.238142643511966,3.5765502691400166,2.166765369851511,premium,0.9801789017936964
2023-09-11,Ratnaveer Precision Limited,165.03,133.05,135.21,54.01,93.99,98,128.0,30.61,138.5,138.79,41.33,9,3,2023,1,2.462976675305443,2.502961865975565,1.4154255319148938,5.112168494919695,4.898212864681969,4.914197812459251,4.007514986887367,cheap,1.4908669547161213
2023-09-11,Rishabh Instruments Limited,490.78,72.54,31.29,8.44,31.65,441,460.0,4.31,286.45,287.25,-35.05,9,3,2023,1,8.584615384615386,3.702958579881657,2.2912192040429566,6.19803146201739,4.297829475873126,3.474757584770184,2.244955980157409,expensive,1.4908669547161213
2023-09-05,Vishnu Prakash R P Limited,308.61,171.69,111.03,32.02,87.82,99,163.3,64.95,155.2,155.72,56.77,9,3,2023,1,5.360287230721199,3.4664377146425225,1.954799043606968,5.735313440935549,5.151498079596578,4.718766692570632,3.497113438491982,cheap,0.9623830595378148
2023-08-31,Aeroflex Industries Limited,351.0,194.73,126.13,34.41,97.11,108,197.4,82.78,180.75,180.5,67.36,8,3,2023,1,5.657466589192331,3.6644392794886698,2.0050453047775947,5.863631175598097,5.276736158514432,4.845210184962031,3.566994266123812,cheap,-0.2024583945782738
2023-08-29,Pyramid Technoplast Limited,153.05,9.94,32.24,14.72,18.29,166,185.0,11.45,160.45,160.75,-3.34,8,3,2023,1,0.6748133061778683,2.1887304820095044,0.5431693989071038,5.037277225042677,2.392425796993835,3.5037539699872475,2.7549337870010606,mid,-0.4660566296464942
2023-08-23,TVS Supply Chain Solutions Limited,880.0,1.35,2.35,7.61,2.78,197,206.3,4.72,132.4,132.39,-32.79,8,3,2023,1,0.1771653543307086,0.3083989501312336,0.4838709677419356,6.78105762593618,0.8544153281560676,1.208960345836975,2.152924318439639,mid,-0.3521745761623426
2023-08-18,Concord Biotech Limited,1550.52,67.67,16.99,3.78,24.87,741,900.05,21.46,1624.0,1617.6,119.16,8,3,2023,1,17.854881266490768,4.482849604221636,2.719855305466237,7.346990374556236,4.229312422632585,2.8898160479624417,1.5644405465033644,premium,-0.9100378800181932
2023-08-16,SBFC Finance Limited,1025.0,192.9,49.09,10.99,70.16,57,81.99,43.84,104.4,104.25,83.16,8,3,2023,1,17.536363636363635,4.462727272727273,2.7490380504489096,6.933423025730715,5.267342562248606,3.913821387369525,2.4840729690394228,cheap,-0.6964379720117462
2023-08-07,Yatharth Hospital & Trauma Care Services Limited,686.55,85.1,37.22,8.34,36.16,300,304.0,1.33,717.0,717.5,139.0,8,3,2023,1,10.191616766467066,4.45748502994012,2.352778545756152,6.533134554168954,4.455509411433685,3.643358938812127,2.234306252240751,expensive,-1.1987606024394435
2023-07-27,Netweb Technologies India Limited,631.0,228.91,81.81,19.15,90.36,500,942.5,88.5,2111.5,2115.0,322.3,7,3,2023,1,11.947286012526096,4.269832985386222,2.5330308730773483,6.448889394146858,5.437687927995845,4.416548827045609,3.003204288392692,premium,-1.005296048370738
2023-07-21,Utkarsh Small Finance Bank Limited,500.0,124.85,81.64,72.11,101.91,25,39.95,59.8,20.75,20.7,-17.0,7,3,2023,1,1.7311425402107596,1.132002218524681,1.224980376766091,6.2166061010848646,4.835090721581325,4.414493824811383,4.291965156305224,cheap,2.1194019301541056
2023-07-14,Senco Gold Limited,405.0,180.94,64.99,15.46,73.35,317,431.0,35.96,337.0,338.35,6.31,7,3,2023,1,11.6961861667744,4.2010342598577886,2.466466739367503,6.0063531596017325,5.203676962393915,4.18950321539533,2.800933195248924,expensive,0.4239088726254768
2023-07-10,Cyient DLM Limited,592.0,90.44,45.05,49.22,67.31,265,401.0,51.32,430.0,428.7,62.26,7,3,2023,1,1.8370912045500711,0.9150924233191144,1.3434343434343432,6.385194398997726,4.515683019486556,3.829727762701316,3.916413353729439,expensive,0.047871526408283
2023-07-07,Ideaforge Technologies Limited,567.25,125.81,80.58,85.2,106.06,672,1305.1,94.21,459.25,462.0,-31.66,7,3,2023,1,1.4764698978993074,0.9456636545006454,1.1861035165456772,6.342561462732653,4.842689903246808,4.401584133889412,4.456670177669648,premium,1.606384825982102
2023-07-04,HMA Agro Industries Limited,480.0,1.74,2.97,0.96,1.62,585,615.0,5.13,30.5,30.64,-94.79,7,3,2023,1,1.7938144329896908,3.061855670103093,1.067484662576687,6.175867270105761,1.007957920399979,1.3787660946990992,0.6729444732424258,premium,3.3778012588227204
2023-06-16,IKIO Technologies Limited (formerly IKIO Lighting Limited),606.5,163.58,63.35,13.86,66.3,285,391.0,37.19,189.5,189.6,-33.51,6,2,2023,1,11.793799567411682,4.567411679884644,2.466897903785251,6.409352175214703,5.103396774177567,4.164336934042136,2.698673039289613,expensive,0.6717477193078071
2023-05-19,Nexus Select Trust,3200.0,0.0,0.0,0.0,3.61,100,102.27,2.27,149.01,149.03,49.01,5,2,2023,1,0.0,0.0,0.0,8.071218539969863,0.0,0.0,0.0,cheap,-1.0093015190710894
2023-05-09,Mankind Pharma Limited,4326.36,49.16,3.8,0.92,15.32,1080,1300.0,20.37,2447.3,2442.3,126.6,5,2,2023,1,52.86021505376343,4.086021505376344,3.206784083496412,8.372712935284994,3.915217896324665,1.5686159179138452,0.6523251860396903,premium,0.6433339715443965
2023-04-18,Avalon Technologies Limited,865.0,3.57,0.41,0.84,2.21,436,431.0,-1.15,884.2,890.0,102.8,4,2,2023,0,4.2,0.4823529411764706,1.608108108108108,6.763884908562435,1.5195132049061133,0.3435897043900769,0.6097655716208943,expensive,0.4698058871521671
2023-04-03,Udayshivakumar Infosolutions Limited,66.0,40.47,60.42,14.1,30.63,35,35.0,0.0,36.0,36.23,2.86,4,2,2023,0,2.868178596739901,4.28206945428774,1.320822454308094,4.204692619390966,3.7249702742582897,4.117735515012677,2.714694743820879,cheap,2.44731765105639
2023-03-23,Global Surfaces Limited,154.98,8.95,33.1,5.12,12.21,140,163.0,16.43,122.9,123.42,-12.21,3,1,2023,1,1.7446393762183234,6.4522417153996106,0.73240589198036,5.049727793902352,2.2975725511705014,3.529297384289471,1.8115620965242347,mid,0.979069241442688
2023-03-14,Divgi Torqtransfer Systems Limited,412.12,7.83,1.4,4.31,5.44,590,600.0,1.69,649.05,652.25,10.01,3,1,2023,1,1.8125,0.3240740740740741,1.436697247706422,6.023738107658278,2.178155014615869,0.8754687373538999,1.6695918352538477,premium,-3.145696496197397
2023-01-12,Sah Polymers Limited,66.3,2.4,32.69,39.78,17.46,65,85.0,30.77,114.5,115.0,76.15,1,1,2023,1,0.0603166624780095,0.8215632068358883,0.137378362907842,4.209160236650682,1.2237754316221157,3.5172010574184616,3.708191765146309,cheap,-0.5360736197784168
2023-01-04,Radiant Cash Management Services Limited,256.64,1.01,0.66,0.21,0.53,94,99.3,5.64,54.18,54.13,-42.36,1,1,2023,1,4.590909090909091,3.0,1.8703703703703705,5.55156326167869,0.6981347220709844,0.5068176023684519,0.1906203596086497,cheap,0.6072604842047179
2022-12-30,Elin Electronics Limited,475.0,4.51,3.29,2.2,3.09,247,243.0,-1.62,171.9,170.0,-30.4,12,4,2022,0,2.0407239819004523,1.48868778280543,1.4548387096774194,6.16541785423142,1.706564623164823,1.4562867329399256,1.1631508098056809,mid,2.157598231539433
2022-12-29,KFin Technologies Limited,1500.0,4.17,0.23,1.36,2.59,366,369.0,0.82,1088.35,1095.3,197.36,12,4,2022,1,3.043795620437956,0.1678832116788321,1.603846153846154,7.313886831633462,1.6428726885203375,0.2070141693843261,0.8586616190375187,expensive,-0.0267529974293203
2022-12-23,Landmark Cars Limited,552.0,8.71,1.32,0.59,3.06,506,471.3,-6.86,491.95,490.0,-2.78,12,4,2022,0,14.51666666666667,2.2,2.8371335504886,6.315358001522335,2.2731562823032334,0.8415671856782186,0.4637340162321401,premium,-0.7753593005911653
2022-12-23,Abans Financial Services Limited,345.6,4.1,1.48,0.4,1.1,270,270.0,0.0,221.45,220.51,-17.98,12,4,2022,0,9.999999999999998,3.6097560975609753,3.693693693693693,5.848171377281505,1.62924053973028,0.9082585601768908,0.3364722366212129,expensive,-0.7753593005911653
2022-12-22,Sula Vineyards Limited,960.35,4.13,1.51,1.65,2.33,357,358.0,0.28,250.0,249.9,-29.97,12,4,2022,1,2.4879518072289155,0.9096385542168676,1.7649572649572651,6.868338546618346,1.6351056591826785,0.9202827531436926,0.9745596399981308,expensive,-1.1718813388741645
2022-12-12,Uniparts India Limited,835.61,67.14,17.86,4.63,25.32,577,575.0,-0.35,390.9,390.6,-32.25,12,4,2022,0,14.469827586206897,3.849137931034483,2.6506119226213976,6.729358012080336,4.22156441223282,2.937043277205311,1.728109442151599,premium,-1.0932603427823762
